NUMBER,STREET,UNIT,CITY,POSTCODE
94-1031,MAIAU ST,,WAIPAHU,
92-646,WELO ST,,KAPOLEI,
92-649,WELO ST,,KAPOLEI,
92-650,WELO ST,,KAPOLEI,
92-654,WELO ST,,KAPOLEI,
92-655,WELO ST,,KAPOLEI,
94-1031,MAIAU ST,,WAIPAHU,
92-658,WELO ST,,KAPOLEI,
92-659,WELO ST,,KAPOLEI,
92-666,WELO ST,,KAPOLEI,
92-669,WELO ST,,KAPOLEI,
92-672,WELO ST,,KAPOLEI,
99-950,HALAWA DR,,AIEA,
99-978,HALAWA DR,,AIEA,
41-204,HULI ST WAIM,,WAIMANALO,
41-206,HULI ST WAIM,,WAIMANALO,
41-210,HULI ST WAIM,,WAIMANALO,
41-218,HULI ST WAIM,,WAIMANALO,
41-224,HULI ST WAIM,,WAIMANALO,
41-228,HULI ST WAIM,,WAIMANALO,
41-232,HULI ST WAIM,,WAIMANALO,
41-236,HULI ST WAIM,,WAIMANALO,
41-238,HULI ST WAIM,,WAIMANALO,
41-242,HULI ST WAIM,,WAIMANALO,
41-246,HULI ST WAIM,,WAIMANALO,
41-252,HULI ST WAIM,,WAIMANALO,
41-256,HULI ST WAIM,,WAIMANALO,
41-262,HULI ST WAIM,,WAIMANALO,
41-266,HULI ST WAIM,,WAIMANALO,
41-268,HULI ST WAIM,,WAIMANALO,
41-272,HULI ST WAIM,,WAIMANALO,
41-276,HULI ST WAIM,,WAIMANALO,
41-280,HULI ST WAIM,,WAIMANALO,
41-284,HULI ST WAIM,,WAIMANALO,
41-283,HULI ST WAIM,,WAIMANALO,
423,MALAMALAMA ST,,KAPOLEI,
1142,HOOLAI ST HNL,A,HONOLULU,
1142,HOOLAI ST HNL,,HONOLULU,
1136,HOOLAI ST HNL,A,HONOLULU,
1136,HOOLAI ST HNL,B,HONOLULU,
1136,HOOLAI ST HNL,,HONOLULU,
1132,HOOLAI ST HNL,,HONOLULU,
1128,HOOLAI ST HNL,,HONOLULU,
1122,HOOLAI ST HNL,A,HONOLULU,
1122,HOOLAI ST HNL,,HONOLULU,
4773,MOA ST HNL,,HONOLULU,
4765,MOA ST HNL,,HONOLULU,
4753,MOA ST HNL,,HONOLULU,
4749,MOA ST HNL,,HONOLULU,
4741,MOA ST HNL,,HONOLULU,
4735,MOA ST HNL,,HONOLULU,
4729,MOA ST HNL,,HONOLULU,
4715,MOA ST HNL,,HONOLULU,
85-910,NIIHAU ST WAIN,,WAIANAE,
85-903,MIDWAY ST WAIN,,WAIANAE,
85-909,MIDWAY ST WAIN,,WAIANAE,
85-915,MIDWAY ST WAIN,,WAIANAE,
85-919,MIDWAY ST WAIN,,WAIANAE,
85-925,MIDWAY ST WAIN,,WAIANAE,
85-929,MIDWAY ST WAIN,,WAIANAE,
85-933,MIDWAY ST WAIN,,WAIANAE,
94-325,ANANIA DR,7,MILILANI,
94-325,ANANIA DR,8,MILILANI,
94-337,ANANIA DR,9,MILILANI,
94-337,ANANIA DR,10,MILILANI,
94-337,ANANIA DR,11,MILILANI,
94-337,ANANIA DR,13,MILILANI,
94-337,ANANIA DR,14,MILILANI,
91-995,KAIMELE PL,,EWA BEACH,
94-418,KAPUAHI ST,17,MILILANI,
94-418,KAPUAHI ST,18,MILILANI,
94-418,KAPUAHI ST,19,MILILANI,
94-418,KAPUAHI ST,20,MILILANI,
94-414,KAPUAHI ST,21,MILILANI,
94-414,KAPUAHI ST,22,MILILANI,
94-414,KAPUAHI ST,23,MILILANI,
94-414,KAPUAHI ST,24,MILILANI,
94-333,ANANIA DR,25,MILILANI,
94-333,ANANIA DR,26,MILILANI,
94-333,ANANIA DR,27,MILILANI,
94-333,ANANIA DR,28,MILILANI,
94-333,ANANIA DR,29,MILILANI,
94-333,ANANIA DR,30,MILILANI,
94-333,ANANIA DR,31,MILILANI,
94-333,ANANIA DR,32,MILILANI,
94-410,KAPUAHI ST,33,MILILANI,
94-410,KAPUAHI ST,34,MILILANI,
94-410,KAPUAHI ST,35,MILILANI,
94-410,KAPUAHI ST,36,MILILANI,
94-406,KAPUAHI ST,37,MILILANI,
144,NENUE ST HNL,,HONOLULU,
5260,NENUE PL,,HONOLULU,
1226,AULD LN,,HONOLULU / KAPALAMA,
91-1148,NORTH RD EWA BCH,,EWA BEACH,
87-1731,WEHIWEHI ST,,WAIANAE,
46-290,KALALI ST KANE,,KANEOHE,
41-25,EHUKAI ST WAIM,,WAIMANALO,
92-740,KUHOHO PL,,KAPOLEI,
92-743,KUHOHO PL,,KAPOLEI,
92-746,KUHOHO PL,,KAPOLEI,
92-748,KUHOHO PL,,KAPOLEI,
92-749,KUHOHO PL,,KAPOLEI,
92-750,KUHOHO PL,,KAPOLEI,
92-751,KUHOHO PL,,KAPOLEI,
92-753,KUHOHO PL,,KAPOLEI,
92-701,KUHOHO ST,,KAPOLEI,
92-704,KUHOHO ST,,KAPOLEI,
92-705,KUHOHO ST,,KAPOLEI,
92-709,KUHOHO ST,,KAPOLEI,
92-713,KUHOHO ST,,KAPOLEI,
92-715,KUHOHO ST,,KAPOLEI,
92-717,KUHOHO ST,,KAPOLEI,
92-721,KUHOHO ST,,KAPOLEI,
92-725,KUHOHO ST,,KAPOLEI,
92-726,KUHOHO ST,,KAPOLEI,
92-727,KUHOHO ST,,KAPOLEI,
92-731,KUHOHO ST,,KAPOLEI,
92-673,WELO ST,,KAPOLEI,
92-677,WELO ST,,KAPOLEI,
92-678,WELO ST,,KAPOLEI,
742,PAANI ST HNL,A,HONOLULU,
742,PAANI ST HNL,,HONOLULU,
721,MOKAPU RD KAIL,,KAILUA,
727,MOKAPU RD KAIL,,KAILUA,
1804,WAIOLA ST,,HONOLULU,
1167,20TH AVE,,HONOLULU,
1221,LUAWAI ST HNL,,HONOLULU,
1204,LUAWAI ST HNL,,HONOLULU,
3284,PAMAKANI PL HNL,,HONOLULU,
3280,PAMAKANI PL HNL,,HONOLULU,
3281,PAMAKANI PL HNL,,HONOLULU,
771,MOKAPU RD KAIL,,KAILUA,
777,MOKAPU RD KAIL,,KAILUA,
781,MOKAPU RD KAIL,A,KAILUA,
781,MOKAPU RD KAIL,,KAILUA,
783,MOKAPU RD KAIL,,KAILUA,
604,N KALAHEO AVE,C,KAILUA,
604,N KALAHEO AVE,C1,KAILUA,
907,HAUOLI ST HNL,,HONOLULU,
921,HAUOLI ST HNL,,HONOLULU,
91-1160,WAIEMI ST,,EWA BEACH,
91-1038,WAIKAPOO ST,,EWA BEACH,
91-1137,WAIPUHIA ST,,EWA BEACH,
91-1043,WAIKAPOO ST,,EWA BEACH,
91-1358,KEKAHILI ST,,KAPOLEI,
56-150,KAHANA ST KAHU,,KAHUKU,
4723,MOA ST HNL,,HONOLULU,
46-3,ALALOA ST KANE,,KANEOHE,
2504,ROSE ST HNL,,HONOLULU,
1410,MEYERS ST,,HONOLULU,
1221,CENTER ST HNL,,HONOLULU,
1701,CLARK ST HNL,,HONOLULU,
361,KAILUA RD,,KAILUA,
371,KAILUA RD,,KAILUA,
41-1704,KUMUNIU ST,,WAIMANALO,
41-32,EHUKAI ST WAIM,,WAIMANALO,
41-59,EHUKAI ST WAIM,,WAIMANALO,
41-1703,KUMUNIU ST,,WAIMANALO,
94-1100,KUNIA RD,,KAPOLEI,
87-1779,MOKILA ST,,WAIANAE,
712,ONEAWA ST,,KAILUA,
712,ONEAWA ST,A,KAILUA,
721,LUAWAI ST HNL,,HONOLULU,
725,LUAWAI ST HNL,,HONOLULU,
427,KUUPAU ST,,KAPOLEI,
404,MALAMALAMA ST,,KAPOLEI,
46-210,KALALI ST KANE,,KANEOHE,
46-214,KALALI ST KANE,,KANEOHE,
41-1030,NENUE ST WAIM,,WAIMANALO,
41-1026,NENUE ST WAIM,,WAIMANALO,
41-1022,NENUE ST WAIM,,WAIMANALO,
41-1018,NENUE ST WAIM,,WAIMANALO,
41-1010,NENUE ST WAIM,,WAIMANALO,
41-1006,NENUE ST WAIM,,WAIMANALO,
41-45,EHUKAI ST WAIM,,WAIMANALO,
41-49,EHUKAI ST WAIM,,WAIMANALO,
41-1011,NENUE ST WAIM,,WAIMANALO,
41-1015,NENUE ST WAIM,,WAIMANALO,
41-1019,NENUE ST WAIM,,WAIMANALO,
41-31,EHUKAI ST WAIM,,WAIMANALO,
94-385,KAHOLO ST,71,MILILANI,
41-27,EHUKAI ST WAIM,,WAIMANALO,
488,KAMOKILA BLVD,,KAPOLEI,
41-1007,NENUE ST WAIM,,WAIMANALO,
41-37,EHUKAI ST WAIM,,WAIMANALO,
94-337,ANANIA DR,15,MILILANI,
94-364,KAPUAHI ST,58,MILILANI,
46-156,ALALOA ST KANE,,KANEOHE,
46-154,ALALOA ST KANE,,KANEOHE,
46-152,ALALOA ST KANE,,KANEOHE,
46-144,ALALOA ST KANE,,KANEOHE,
46-142,ALALOA ST KANE,,KANEOHE,
143,ROSE ST WAHI,,WAHIAWA,
91-955,NORTH RD EWA BCH,,EWA BEACH,
408,MALAMALAMA ST,,KAPOLEI,
754,MOKAPU RD KAIL,,KAILUA,
92-742,WELO ST,,KAPOLEI,
92-745,WELO ST,,KAPOLEI,
92-748,WELO ST,,KAPOLEI,
92-739,WELO ST,,KAPOLEI,
92-749,WELO ST,,KAPOLEI,
92-707,KUHOHO PL,,KAPOLEI,
92-708,KUHOHO PL,,KAPOLEI,
92-712,KUHOHO PL,,KAPOLEI,
92-713,KUHOHO PL,,KAPOLEI,
92-716,KUHOHO PL,,KAPOLEI,
92-718,KUHOHO PL,,KAPOLEI,
92-719,KUHOHO PL,,KAPOLEI,
92-720,KUHOHO PL,,KAPOLEI,
92-723,KUHOHO PL,,KAPOLEI,
92-724,KUHOHO PL,,KAPOLEI,
92-727,KUHOHO PL,,KAPOLEI,
92-730,KUHOHO PL,,KAPOLEI,
92-731,KUHOHO PL,,KAPOLEI,
92-736,KUHOHO PL,,KAPOLEI,
92-737,KUHOHO PL,,KAPOLEI,
92-738,KUHOHO PL,,KAPOLEI,
92-739,KUHOHO PL,,KAPOLEI,
91-1238,KUMAAIKU ST,,KAPOLEI,
91-1156,KEALIIAHONUI ST,,KAPOLEI,
91-1282,KEKAHILI ST,,KAPOLEI,
91-1280,KANEONEO ST,,KAPOLEI,
91-1027,KAAPUWAI ST,,KAPOLEI,
91-1266,KUMAAIKU ST,,KAPOLEI,
91-1363,KINOIKI ST,,KAPOLEI,
91-1281,KINOIKI ST,,KAPOLEI,
91-1244,KEKAHILI ST,,KAPOLEI,
442,KANANI PL,,HONOLULU,
448,KANANI PL,,HONOLULU,
942,PUEO ST,,HONOLULU / WAIALAE KAHALA,
87-1729,WEHIWEHI ST,,WAIANAE,
87-1710,MOKILA ST,,WAIANAE,
87-1723,MOKILA ST,,WAIANAE,
87-1533,LAIA ST,,WAIANAE,
87-1545,KUAHA ST,,WAIANAE,
87-1529,KUAHA ST,,WAIANAE,
87-1928,PAKEKE ST,,WAIANAE,
87-1559,NAKII ST,,WAIANAE,
87-1716,WEHIWEHI ST,,WAIANAE,
87-1551,KUAHA ST,,WAIANAE,
87-1728,WEHIWEHI ST,,WAIANAE,
87-1523,NAKII ST,,WAIANAE,
87-1550,KUAHA ST,,WAIANAE,
87-1714,MOKILA ST,,WAIANAE,
25,HOLUA WAY WAHI,,WAHIAWA,
99-723,HALAWA DR,,AIEA,
99-717,HALAWA DR,,AIEA,
99-703,HALAWA DR,,AIEA,
99-679,HALAWA DR,,AIEA,
99-669,HALAWA DR,,AIEA,
99-656,HALAWA DR,A,AIEA,
99-666,HALAWA DR,A,AIEA,
99-664,HALAWA DR,,AIEA,
1909,LANAKILA AVE HNL,,HONOLULU,
91-1102,PELELEU ST,,EWA BEACH,
91-1106,PELELEU ST,,EWA BEACH,
45-505,LIKELIKE HWY,,KANEOHE,
41-41,EHUKAI ST WAIM,,WAIMANALO,
92-732,KUHOHO ST,,KAPOLEI,
92-733,KUHOHO ST,,KAPOLEI,
92-734,KUHOHO ST,,KAPOLEI,
92-737,KUHOHO ST,,KAPOLEI,
92-738,KUHOHO ST,,KAPOLEI,
92-739,KUHOHO ST,,KAPOLEI,
92-743,KUHOHO ST,,KAPOLEI,
92-744,KUHOHO ST,,KAPOLEI,
92-747,KUHOHO ST,,KAPOLEI,
92-750,KUHOHO ST,,KAPOLEI,
92-754,KUHOHO ST,,KAPOLEI,
92-755,KUHOHO ST,,KAPOLEI,
92-758,KUHOHO ST,,KAPOLEI,
744,LUAWAI ST HNL,,HONOLULU,
710,LUAWAI ST HNL,,HONOLULU,
740,LUAWAI ST HNL,,HONOLULU,
748,LUAWAI ST HNL,,HONOLULU,
752,LUAWAI ST HNL,,HONOLULU,
91-1188,WAIPUHIA ST,,EWA BEACH,
91-1219,KAIOKIA ST,,EWA BEACH,
91-1213,KAIOKIA ST,,EWA BEACH,
91-1186,WAIPUHIA ST,,EWA BEACH,
91-1335,KINOIKI ST,,KAPOLEI,
92-1045,LALAHI ST,,KAPOLEI,
92-1037,LALAHI ST,,KAPOLEI,
858,2ND ST PC,,PEARL CITY,
46-12,ALALOA ST KANE,,KANEOHE,
46-16,ALALOA ST KANE,,KANEOHE,
46-20,ALALOA ST KANE,,KANEOHE,
46-22,ALALOA ST KANE,,KANEOHE,
46-26,ALALOA ST KANE,,KANEOHE,
46-17,ALALOA ST KANE,,KANEOHE,
46-21,ALALOA ST KANE,,KANEOHE,
46-25,ALALOA ST KANE,,KANEOHE,
1080,LUAPELE DR AIEA,,AIEA,
1098,LUAPELE DR AIEA,,AIEA,
1215,LUAWAI ST HNL,,HONOLULU,
302,ILIMA ST WAHI,,WAHIAWA,
310,ILIMA ST WAHI,A,WAHIAWA,
310,ILIMA ST WAHI,,WAHIAWA,
99-82,KAUHALE ST,,AIEA,
99-84,KAUHALE ST,,AIEA,
87-1541,NAKII ST,,WAIANAE,
91-1128,KEALIIAHONUI ST,,KAPOLEI,
1240,ALA MOANA,,HONOLULU / DOWNTOWN,
720,PIIKOI ST,,HONOLULU,
1145,HOOLAI ST HNL,,HONOLULU,
1121,HOOLAI ST HNL,,HONOLULU,
1125,HOOLAI ST HNL,A,HONOLULU,
1125,HOOLAI ST HNL,,HONOLULU,
1131,HOOLAI ST HNL,,HONOLULU,
1135,HOOLAI ST HNL,,HONOLULU,
1141,HOOLAI ST HNL,,HONOLULU,
423,KOAKOA ST,,KAPOLEI,
91-1159,WAIPUHIA ST,,EWA BEACH,
2129,WILSON ST HNL,,HONOLULU,
2117,WILSON ST HNL,,HONOLULU,
2124,WILSON ST HNL,,HONOLULU,
2126,WILSON ST HNL,,HONOLULU,
2136,WILSON ST HNL,,HONOLULU,
2142,WILSON ST HNL,,HONOLULU,
2146,WILSON ST HNL,,HONOLULU,
2150,WILSON ST HNL,,HONOLULU,
2156,WILSON ST HNL,,HONOLULU,
85-935,NIIHAU ST WAIN,,WAIANAE,
85-941,NIIHAU ST WAIN,,WAIANAE,
85-945,NIIHAU ST WAIN,,WAIANAE,
85-950,NIIHAU ST WAIN,,WAIANAE,
85-948,NIIHAU ST WAIN,A,WAIANAE,
85-948,NIIHAU ST WAIN,B,WAIANAE,
85-940,NIIHAU ST WAIN,,WAIANAE,
85-934,NIIHAU ST WAIN,,WAIANAE,
85-928,NIIHAU ST WAIN,,WAIANAE,
85-920,NIIHAU ST WAIN,,WAIANAE,
85-914,NIIHAU ST WAIN,,WAIANAE,
85-209,WAIANAE VALLEY RD,,WAIANAE,
85-904,NIIHAU ST WAIN,,WAIANAE,
85-910,NIIHAU ST WAIN,,WAIANAE,
85-948,NIIHAU ST WAIN,,WAIANAE,
2222,YOUNG ST,B,HONOLULU / MAKIKI,
2222,YOUNG ST,A,HONOLULU / MAKIKI,
2222,YOUNG ST,,HONOLULU / MAKIKI,
2226,YOUNG ST,A,HONOLULU / MAKIKI,
2226,YOUNG ST,B,HONOLULU / MAKIKI,
2226,YOUNG ST,,HONOLULU / MAKIKI,
92-681,WELO ST,,KAPOLEI,
92-684,WELO ST,,KAPOLEI,
92-687,WELO ST,,KAPOLEI,
92-690,WELO ST,,KAPOLEI,
92-691,WELO ST,,KAPOLEI,
430,MALAMALAMA ST,,KAPOLEI,
92-694,WELO ST,,KAPOLEI,
92-695,WELO ST,,KAPOLEI,
92-698,WELO ST,,KAPOLEI,
92-699,WELO ST,,KAPOLEI,
92-702,WELO ST,,KAPOLEI,
92-703,WELO ST,,KAPOLEI,
92-706,WELO ST,,KAPOLEI,
46-272,KALALI ST KANE,,KANEOHE,
46-291,KALALI ST KANE,,KANEOHE,
92-707,WELO ST,,KAPOLEI,
92-713,WELO ST,,KAPOLEI,
92-714,WELO ST,,KAPOLEI,
92-717,WELO ST,,KAPOLEI,
92-718,WELO ST,,KAPOLEI,
92-721,WELO ST,,KAPOLEI,
92-724,WELO ST,,KAPOLEI,
420,MALAMALAMA ST,,KAPOLEI,
2160,WILSON ST HNL,,HONOLULU,
2164,WILSON ST HNL,,HONOLULU,
2174,WILSON ST HNL,,HONOLULU,
2184,WILSON ST HNL,,HONOLULU,
709,MOKAPU RD KAIL,,KAILUA,
41-517,KUMUNIU PL,,WAIMANALO,
91-1099,WAIEMI ST,,EWA BEACH,
91-1029,KAMAAHA AVE,,KAPOLEI,
91-1031,KAMAAHA AVE,,KAPOLEI,
91-1019,KAMAAHA AVE,,KAPOLEI,
91-1021,KAMAAHA AVE,,KAPOLEI,
91-1023,KAMAAHA AVE,,KAPOLEI,
91-1009,KAMAAHA AVE,,KAPOLEI,
91-1011,KAMAAHA AVE,,KAPOLEI,
91-1013,KAMAAHA AVE,,KAPOLEI,
91-1033,KAMAAHA AVE,,KAPOLEI,
91-1035,KAMAAHA AVE,,KAPOLEI,
91-1037,KAMAAHA AVE,,KAPOLEI,
91-1039,KAMAAHA AVE,,KAPOLEI,
91-1041,KAMAAHA AVE,,KAPOLEI,
91-1043,KAMAAHA AVE,,KAPOLEI,
95-213,HOAKAKEA PL,,MILILANI,
95-201,HOAKAKEA PL,,MILILANI,
95-205,HOAKAKEA PL,,MILILANI,
95-206,HOAKAKEA PL,,MILILANI,
95-209,HOAKAKEA PL,,MILILANI,
95-210,HOAKAKEA PL,,MILILANI,
2341,BINGHAM ST,,HONOLULU / MAKIKI,
920,1ST ST PC,,PEARL CITY,
94-1018,MAIAU ST,,WAIPAHU,
94-1022,MAIAU ST,A,WAIPAHU,
94-1022,MAIAU ST,B,WAIPAHU,
94-1022,MAIAU ST,C,WAIPAHU,
94-1022,MAIAU ST,D,WAIPAHU,
94-1022,MAIAU ST,E,WAIPAHU,
94-1022,MAIAU ST,,WAIPAHU,
94-1026,MAIAU ST,,WAIPAHU,
712,KAUAI ST HNL,,HONOLULU,
94-1014,PAIWA PL,,WAIPIO,
94-1015,PAIWA PL,,WAIPIO,
94-1019,PAIWA PL,,WAIPIO,
94-1020,PAIWA PL,,WAIPIO,
94-1023,PAIWA PL,,WAIPIO,
94-1027,PAIWA PL,,WAIPIO,
94-1028,PAIWA PL,,WAIPIO,
94-1032,PAIWA PL,,WAIPIO,
94-1033,PAIWA PL,,WAIPIO,
94-1034,PAIWA PL,,WAIPIO,
94-1038,PAIWA PL,,WAIPIO,
94-1042,PAIWA PL,,WAIPIO,
94-1044,PAIWA PL,,WAIPIO,
94-1050,PAIWA PL,,WAIPIO,
94-399,PAIWA ST,,WAIPIO,
94-405,PAIWA ST,,WAIPIO,
94-409,PAIWA ST,,WAIPIO,
94-445,PAIWA ST,,WAIPIO,
309,NENUE ST HNL,,HONOLULU,
325,NENUE ST HNL,,HONOLULU,
1114,ALOALO PL HNL,,HONOLULU,
41-209,ILAUHOLE ST,A,WAIMANALO,
1426,LANAKILA AVE HNL,,HONOLULU,
1412,LANAKILA AVE HNL,,HONOLULU,
91-322,PELELEU PL,,EWA BEACH,
66-158,HALEIWA RD,A,HALEIWA,
66-158,HALEIWA RD,A,HALEIWA,
66-158,HALEIWA RD,,HALEIWA,
66-158,HALEIWA RD,,HALEIWA,
2211,DATE ST,,HONOLULU,
777,PAANI ST HNL,,HONOLULU,
45-1021,KAM HWY,A,KANEOHE,
45-1021,KAM HWY,B,KANEOHE,
45-1021,KAM HWY,C,KANEOHE,
45-1021,KAM HWY,D,KANEOHE,
45-1021,KAM HWY,,KANEOHE,
45-269,WILLIAM HENRY RD,,KANEOHE,
45-271,WILLIAM HENRY RD,A,KANEOHE,
45-271,WILLIAM HENRY RD,,KANEOHE,
91-1015,NORTH RD EWA BCH,,EWA BEACH,
91-1017,NORTH RD EWA BCH,,EWA BEACH,
91-1019,NORTH RD EWA BCH,,EWA BEACH,
91-1021,NORTH RD EWA BCH,,EWA BEACH,
91-1025,NORTH RD EWA BCH,,EWA BEACH,
91-1029,NORTH RD EWA BCH,,EWA BEACH,
91-1031,NORTH RD EWA BCH,,EWA BEACH,
91-1033,NORTH RD EWA BCH,,EWA BEACH,
91-1035,NORTH RD EWA BCH,,EWA BEACH,
91-1005,NORTH RD EWA BCH,,EWA BEACH,
41-209,ILAUHOLE ST,B,WAIMANALO,
87-154,LOPIKANE ST,,WAIANAE,
87-155,LOPIKANE ST,,WAIANAE,
87-1537,NAKII ST,,WAIANAE,
87-1529,NAKII ST,,WAIANAE,
742,HAWAII ST HNL,,HONOLULU,
41-1659,KUMUNIU ST,,WAIMANALO,
41-1655,KUMUNIU ST,,WAIMANALO,
87-102,KULAAUPUNI ST,P,WAIANAE,
91-1093,WAIKAPOO ST,,EWA BEACH,
91-1188,WAIEMI ST,,EWA BEACH,
91-1196,WAIEMI ST,,EWA BEACH,
91-1190,WAIEMI ST,,EWA BEACH,
94-199,HUEWAI PL,A,WAIPAHU,
94-199,HUEWAI PL,B,WAIPAHU,
94-199,HUEWAI PL,,WAIPAHU,
94-200,HUEWAI PL,A,WAIPAHU,
94-200,HUEWAI PL,C,WAIPAHU,
94-202,HUEWAI PL,A,WAIPAHU,
94-202,HUEWAI PL,B,WAIPAHU,
812,HAUOLI ST HNL,,HONOLULU,
704,HAUOLI ST HNL,,HONOLULU,
94-205,HUEWAI PL,A,WAIPAHU,
94-205,HUEWAI PL,B,WAIPAHU,
91-1050,KAIULIULI ST,,EWA BEACH,
91-1095,KEALIIAHONUI ST,,KAPOLEI,
348,NENUE ST HNL,,HONOLULU,
324,NENUE ST HNL,,HONOLULU,
246,NENUE ST HNL,,HONOLULU,
618,MAUI ST HNL,,HONOLULU,
1741,LANAKILA AVE HNL,,HONOLULU,
1739,LANAKILA AVE HNL,G1,HONOLULU,
1739,LANAKILA AVE HNL,G2,HONOLULU,
87-1733,MOKILA ST,,WAIANAE,
87-1729,MOKILA ST,,WAIANAE,
87-1518,NAKII ST,,WAIANAE,
87-1514,NAKII ST,,WAIANAE,
87-1510,NAKII ST,,WAIANAE,
87-1743,MOKILA ST,,WAIANAE,
87-1739,MOKILA ST,,WAIANAE,
87-1735,MOKILA ST,,WAIANAE,
806,KAUAI ST HNL,,HONOLULU,
729,HAWAII ST HNL,,HONOLULU,
65-660,KAUKONAHUA RD,,WAIALUA,
65-660,KAUKONAHUA RD,,WAIALUA,
2428,ROSE ST HNL,,HONOLULU,
2430,ROSE ST HNL,,HONOLULU,
91-310,PELELEU PL,,EWA BEACH,
91-1130,OLOWA ST,,EWA BEACH,
91-1130,OLOWA ST,,EWA BEACH,
91-1120,HOILIILI ST,,EWA BEACH,
91-1186,OLOWA ST,,EWA BEACH,
91-1186,OLOWA ST,,EWA BEACH,
91-1128,PAAPAANA ST,,EWA BEACH,
91-1128,PAAPAANA ST,,EWA BEACH,
91-702,PELELEU WAY,,EWA BEACH,
91-1130,PAAPAANA ST,,EWA BEACH,
91-1130,PAAPAANA ST,,EWA BEACH,
91-1143,PAAPAANA ST,,EWA BEACH,
2432,ROSE ST HNL,,HONOLULU,
91-1169,PEKAU ST,,EWA BEACH,
91-1169,PEKAU ST,,EWA BEACH,
91-1144,PAAPAANA ST,,EWA BEACH,
91-1144,PAAPAANA ST,,EWA BEACH,
91-1165,PEKAU ST,,EWA BEACH,
91-1165,PEKAU ST,,EWA BEACH,
91-1146,OLOWA ST,,EWA BEACH,
91-1146,OLOWA ST,,EWA BEACH,
91-1135,OLOWA ST,,EWA BEACH,
91-1135,OLOWA ST,,EWA BEACH,
91-1179,PEKAU ST,,EWA BEACH,
91-1179,PEKAU ST,,EWA BEACH,
91-301,PELELEU ST,,EWA BEACH,
91-1131,PEKAU ST,,EWA BEACH,
23,LEILEHUA RD WAHI,,WAHIAWA,
427,KOAKOA ST,,KAPOLEI,
1747,LANAKILA AVE HNL,B2,HONOLULU,
1747,LANAKILA AVE HNL,B3,HONOLULU,
1747,LANAKILA AVE HNL,B4,HONOLULU,
1747,LANAKILA AVE HNL,D3,HONOLULU,
1747,LANAKILA AVE HNL,D4,HONOLULU,
1747,LANAKILA AVE HNL,D6,HONOLULU,
1747,LANAKILA AVE HNL,D5,HONOLULU,
1747,LANAKILA AVE HNL,D7,HONOLULU,
1739,LANAKILA AVE HNL,K,HONOLULU,
1739,LANAKILA AVE HNL,J,HONOLULU,
717,N KUAKINI ST,,HONOLULU,
2049,OKIKA PL HNL,,HONOLULU,
2132,WILSON ST HNL,,HONOLULU,
2230,WILSON ST HNL,,HONOLULU,
1583,LEHUA ST HNL,,HONOLULU,
91-1086,WAIEMI ST,,EWA BEACH,
405,KUUPAU ST,,KAPOLEI,
407,KUUPAU ST,,KAPOLEI,
92-862,WELO ST,,KAPOLEI,
127,NENUE ST HNL,,HONOLULU,
143,NENUE ST HNL,,HONOLULU,
163,NENUE ST HNL,,HONOLULU,
171,NENUE ST HNL,,HONOLULU,
187,NENUE ST HNL,,HONOLULU,
203,NENUE ST HNL,,HONOLULU,
217,NENUE ST HNL,,HONOLULU,
235,NENUE ST HNL,,HONOLULU,
241,NENUE ST HNL,,HONOLULU,
228,NENUE ST HNL,,HONOLULU,
549,PINE ST WAHI,,WAHIAWA,
529,PINE ST WAHI,,WAHIAWA,
520,PINE ST WAHI,,WAHIAWA,
91-705,PELELEU WAY,,EWA BEACH,
91-2161,KAIWAWALO ST,,EWA BEACH,
716,PAANI ST HNL,,HONOLULU,
722,PAANI ST HNL,,HONOLULU,
1276,LUAKALAI ST,,KAPOLEI,
1270,LUAKALAI ST,,KAPOLEI,
91-1051,NORTH RD EWA BCH,,EWA BEACH,
95-1034,PAEPAE ST,,MILILANI,
95-1037,PAEPAE ST,,MILILANI,
95-1038,PAEPAE ST,,MILILANI,
95-1039,PAEPAE ST,,MILILANI,
95-1042,PAEPAE ST,,MILILANI,
95-1043,PAEPAE ST,,MILILANI,
95-1046,PAEPAE ST,,MILILANI,
95-1050,PAEPAE ST,,MILILANI,
91-1175,OLOWA ST,,EWA BEACH,
91-1175,OLOWA ST,,EWA BEACH,
91-1154,PEKAU ST,,EWA BEACH,
91-1154,PEKAU ST,,EWA BEACH,
91-1160,OLOWA ST,,EWA BEACH,
91-723,PELELEU WAY,,EWA BEACH,
91-1138,PAAPAANA ST,,EWA BEACH,
91-1138,PAAPAANA ST,,EWA BEACH,
91-1178,OLOWA ST,,EWA BEACH,
91-1146,PEKAU ST,,EWA BEACH,
91-1146,PEKAU ST,,EWA BEACH,
2344,ROSE ST HNL,,HONOLULU,
1640,LANAKILA AVE HNL,,HONOLULU,
91-309,PELELEU PL,,EWA BEACH,
439,MOKAUEA ST,,HONOLULU / TRIPLER,
94-203,KIKEPA PL,,WAIPAHU,
94-206,KIKEPA PL,,WAIPAHU,
94-207,KIKEPA PL,A,WAIPAHU,
94-207,KIKEPA PL,B,WAIPAHU,
94-207,KIKEPA PL,C,WAIPAHU,
94-207,KIKEPA PL,,WAIPAHU,
94-210,KIKEPA PL,,WAIPAHU,
144,HAUOLI ST KAIL,,KAILUA,
91-1153,OLOWA ST,,EWA BEACH,
